# initial norm:	236
# finial norm:	0.002359
# ratio:	9.998e-06
# iterations:	4789
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0.5 0.3023 0.2094 0.1585 0.1271 0.106 0.09091 0.07956 0.07072 0.06365 0.05787 0.05304 0.04896 0.04546 0.04243 0.03977 0.03743 0.03535 0.03348 0.0318 0.03028 0.0289 0.02764 0.02648 0.02541 0.02442 0.02351 0.02266 0.02187 0.02112 0.02043 0.01978 0.01916 0.01858 0.01804 0.01752 0.01702 0.01656 0.01611 0.01569 0.01528 0.01489 0.01452 0.01416 0.01382 0.01349 0.01317 0.01287 0.01257 0.01229 0.01201 0.01174 0.01148 0.01123 0.01098 0.01074 0.01051 0.01028 0.01006 0.009841 0.009629 0.009421 0.009217 0.009017 0.00882 0.008627 0.008437 0.00825 0.008066 0.007884 0.007705 0.007527 0.007353 0.00718 0.007008 0.006839 0.006671 0.006504 0.006339 0.006175 0.006013 0.005851 0.00569 0.00553 0.005371 0.005213 0.005056 0.004899 0.004742 0.004586 0.004431 0.004276 0.004121 0.003967 0.003813 0.00366 0.003506 0.003353 0.0032 0.003047 0.002894 0.002741 0.002589 0.002436 0.002284 0.002132 0.001979 0.001827 0.001675 0.001522 0.00137 0.001218 0.001066 0.0009134 0.0007612 0.0006089 0.0004567 0.0003045 0.0001522 0 
1 0.6977 0.5 0.3767 0.2975 0.244 0.2061 0.1781 0.1566 0.1397 0.126 0.1148 0.1053 0.09734 0.09046 0.08448 0.07924 0.0746 0.07047 0.06678 0.06345 0.06043 0.05768 0.05517 0.05286 0.05074 0.04877 0.04695 0.04526 0.04368 0.0422 0.04082 0.03952 0.03829 0.03713 0.03604 0.03501 0.03402 0.03309 0.0322 0.03135 0.03054 0.02977 0.02903 0.02831 0.02763 0.02697 0.02634 0.02572 0.02513 0.02456 0.02401 0.02347 0.02295 0.02245 0.02196 0.02148 0.02101 0.02056 0.02011 0.01968 0.01925 0.01884 0.01843 0.01803 0.01764 0.01725 0.01687 0.0165 0.01613 0.01577 0.01541 0.01505 0.0147 0.01436 0.01401 0.01368 0.01334 0.01301 0.01268 0.01235 0.01202 0.0117 0.01138 0.01106 0.01074 0.01043 0.01011 0.009797 0.009484 0.009172 0.008862 0.008552 0.008243 0.007934 0.007626 0.007319 0.007012 0.006706 0.006399 0.006094 0.005788 0.005483 0.005178 0.004873 0.004568 0.004263 0.003958 0.003654 0.003349 0.003045 0.00274 0.002436 0.002131 0.001827 0.001522 0.001218 0.0009134 0.0006089 0.0003045 0 
1 0.7906 0.6233 0.5 0.4107 0.3452 0.2962 0.2586 0.2291 0.2054 0.186 0.1698 0.1562 0.1446 0.1346 0.1258 0.1181 0.1113 0.1052 0.09971 0.09478 0.0903 0.08622 0.08249 0.07906 0.0759 0.07298 0.07027 0.06774 0.06539 0.06319 0.06112 0.05918 0.05735 0.05562 0.05399 0.05244 0.05098 0.04958 0.04825 0.04698 0.04577 0.04461 0.0435 0.04243 0.04141 0.04042 0.03948 0.03856 0.03767 0.03682 0.03599 0.03519 0.03441 0.03365 0.03292 0.0322 0.0315 0.03082 0.03016 0.02951 0.02887 0.02825 0.02763 0.02704 0.02645 0.02587 0.0253 0.02474 0.02419 0.02364 0.0231 0.02257 0.02205 0.02153 0.02102 0.02051 0.02001 0.01951 0.01901 0.01852 0.01803 0.01755 0.01707 0.01659 0.01611 0.01564 0.01516 0.01469 0.01422 0.01376 0.01329 0.01283 0.01236 0.0119 0.01144 0.01098 0.01052 0.01006 0.009599 0.00914 0.008682 0.008224 0.007766 0.007309 0.006851 0.006394 0.005937 0.005481 0.005024 0.004567 0.00411 0.003653 0.003197 0.00274 0.002283 0.001827 0.00137 0.0009134 0.0004567 0 
1 0.8415 0.7025 0.5893 0.5 0.4301 0.375 0.3312 0.2958 0.2668 0.2427 0.2224 0.2051 0.1903 0.1774 0.166 0.1561 0.1472 0.1392 0.1321 0.1256 0.1198 0.1144 0.1095 0.105 0.1008 0.09698 0.0934 0.09006 0.08695 0.08403 0.0813 0.07873 0.07631 0.07402 0.07185 0.0698 0.06786 0.066 0.06424 0.06255 0.06095 0.05941 0.05793 0.05651 0.05515 0.05384 0.05258 0.05136 0.05019 0.04905 0.04795 0.04688 0.04584 0.04484 0.04386 0.04291 0.04198 0.04107 0.04018 0.03932 0.03847 0.03764 0.03683 0.03603 0.03525 0.03448 0.03372 0.03297 0.03224 0.03151 0.0308 0.03009 0.02939 0.0287 0.02802 0.02734 0.02667 0.026 0.02534 0.02469 0.02404 0.02339 0.02275 0.02211 0.02148 0.02085 0.02022 0.01959 0.01896 0.01834 0.01772 0.0171 0.01648 0.01587 0.01525 0.01464 0.01402 0.01341 0.0128 0.01219 0.01158 0.01096 0.01035 0.009745 0.009135 0.008526 0.007916 0.007307 0.006698 0.006089 0.00548 0.004871 0.004262 0.003653 0.003045 0.002436 0.001827 0.001218 0.0006089 0 
1 0.8729 0.756 0.6548 0.5699 0.5 0.4426 0.3953 0.3561 0.3233 0.2956 0.2719 0.2516 0.234 0.2186 0.205 0.1929 0.1822 0.1725 0.1638 0.1559 0.1487 0.1422 0.1361 0.1306 0.1255 0.1207 0.1163 0.1122 0.1083 0.1047 0.1013 0.09813 0.09513 0.09229 0.0896 0.08706 0.08464 0.08234 0.08015 0.07805 0.07605 0.07414 0.0723 0.07054 0.06884 0.06721 0.06564 0.06413 0.06266 0.06124 0.05987 0.05854 0.05725 0.056 0.05477 0.05359 0.05243 0.0513 0.05019 0.04911 0.04806 0.04702 0.04601 0.04501 0.04403 0.04307 0.04213 0.04119 0.04028 0.03937 0.03848 0.0376 0.03672 0.03586 0.03501 0.03416 0.03332 0.03249 0.03167 0.03085 0.03004 0.02923 0.02843 0.02763 0.02684 0.02605 0.02526 0.02448 0.0237 0.02292 0.02215 0.02137 0.0206 0.01983 0.01906 0.01829 0.01753 0.01676 0.016 0.01523 0.01447 0.0137 0.01294 0.01218 0.01142 0.01066 0.009895 0.009134 0.008372 0.007611 0.00685 0.006089 0.005328 0.004567 0.003806 0.003045 0.002283 0.001522 0.0007611 0 
1 0.894 0.7939 0.7038 0.625 0.5574 0.5 0.4513 0.4099 0.3746 0.3443 0.3182 0.2954 0.2755 0.2579 0.2424 0.2285 0.2161 0.2049 0.1947 0.1855 0.1771 0.1694 0.1623 0.1558 0.1497 0.1441 0.1389 0.134 0.1294 0.1251 0.1211 0.1173 0.1138 0.1104 0.1072 0.1042 0.1013 0.09857 0.09595 0.09346 0.09107 0.08879 0.0866 0.0845 0.08247 0.08053 0.07865 0.07684 0.07509 0.07339 0.07175 0.07016 0.06862 0.06712 0.06566 0.06424 0.06285 0.0615 0.06018 0.05888 0.05762 0.05638 0.05517 0.05397 0.0528 0.05165 0.05052 0.0494 0.0483 0.04722 0.04615 0.04509 0.04405 0.04301 0.04199 0.04098 0.03997 0.03898 0.03799 0.03701 0.03604 0.03507 0.03411 0.03315 0.0322 0.03125 0.03031 0.02937 0.02843 0.0275 0.02657 0.02564 0.02472 0.02379 0.02287 0.02195 0.02103 0.02011 0.01919 0.01828 0.01736 0.01644 0.01553 0.01462 0.0137 0.01279 0.01187 0.01096 0.01005 0.009133 0.00822 0.007307 0.006393 0.00548 0.004567 0.003653 0.00274 0.001827 0.0009134 0 
1 0.9091 0.8219 0.7414 0.6688 0.6047 0.5487 0.5 0.4577 0.421 0.389 0.361 0.3364 0.3146 0.2953 0.2781 0.2626 0.2487 0.2361 0.2247 0.2143 0.2047 0.196 0.1879 0.1804 0.1735 0.1671 0.1611 0.1555 0.1503 0.1453 0.1407 0.1364 0.1322 0.1283 0.1247 0.1212 0.1178 0.1147 0.1116 0.1088 0.106 0.1033 0.1008 0.09837 0.09603 0.09377 0.09159 0.08949 0.08746 0.08549 0.08359 0.08174 0.07994 0.0782 0.0765 0.07485 0.07324 0.07167 0.07013 0.06863 0.06716 0.06572 0.0643 0.06291 0.06155 0.06021 0.05889 0.05759 0.05631 0.05505 0.05381 0.05258 0.05136 0.05015 0.04896 0.04778 0.04661 0.04545 0.0443 0.04316 0.04203 0.0409 0.03978 0.03867 0.03756 0.03645 0.03535 0.03426 0.03317 0.03208 0.03099 0.02991 0.02883 0.02775 0.02668 0.0256 0.02453 0.02346 0.02239 0.02132 0.02025 0.01918 0.01812 0.01705 0.01598 0.01492 0.01385 0.01279 0.01172 0.01066 0.00959 0.008524 0.007459 0.006393 0.005328 0.004262 0.003197 0.002131 0.001066 0 
1 0.9204 0.8434 0.7709 0.7042 0.6439 0.5901 0.5423 0.5 0.4627 0.4297 0.4005 0.3745 0.3513 0.3306 0.312 0.2952 0.28 0.2663 0.2537 0.2422 0.2316 0.2219 0.2129 0.2046 0.1968 0.1896 0.1829 0.1766 0.1708 0.1652 0.16 0.1551 0.1505 0.1461 0.1419 0.138 0.1342 0.1306 0.1272 0.1239 0.1208 0.1178 0.1149 0.1122 0.1095 0.1069 0.1045 0.1021 0.09976 0.09753 0.09536 0.09326 0.09122 0.08924 0.08731 0.08542 0.08359 0.0818 0.08005 0.07834 0.07666 0.07502 0.07341 0.07183 0.07028 0.06875 0.06725 0.06577 0.06431 0.06287 0.06145 0.06004 0.05866 0.05728 0.05592 0.05458 0.05324 0.05192 0.05061 0.04931 0.04801 0.04672 0.04544 0.04417 0.04291 0.04165 0.04039 0.03914 0.03789 0.03665 0.03541 0.03418 0.03294 0.03171 0.03048 0.02926 0.02803 0.02681 0.02558 0.02436 0.02314 0.02192 0.0207 0.01948 0.01827 0.01705 0.01583 0.01461 0.01339 0.01218 0.01096 0.009742 0.008524 0.007307 0.006089 0.004871 0.003653 0.002436 0.001218 0 
1 0.9293 0.8603 0.7946 0.7332 0.6767 0.6254 0.579 0.5373 0.5 0.4666 0.4366 0.4098 0.3856 0.3638 0.3441 0.3262 0.31 0.2952 0.2816 0.2691 0.2576 0.247 0.2372 0.2281 0.2196 0.2117 0.2043 0.1974 0.1909 0.1848 0.179 0.1736 0.1685 0.1636 0.159 0.1546 0.1504 0.1464 0.1426 0.139 0.1355 0.1321 0.1289 0.1258 0.1229 0.12 0.1172 0.1146 0.112 0.1095 0.1071 0.1047 0.1024 0.1002 0.09806 0.09595 0.0939 0.09189 0.08993 0.08802 0.08614 0.0843 0.08249 0.08072 0.07898 0.07727 0.07558 0.07392 0.07228 0.07067 0.06907 0.0675 0.06594 0.0644 0.06287 0.06136 0.05986 0.05838 0.0569 0.05544 0.05399 0.05254 0.0511 0.04967 0.04825 0.04683 0.04542 0.04402 0.04262 0.04122 0.03983 0.03844 0.03705 0.03567 0.03429 0.03291 0.03153 0.03015 0.02878 0.02741 0.02603 0.02466 0.02329 0.02192 0.02055 0.01918 0.01781 0.01644 0.01507 0.0137 0.01233 0.01096 0.00959 0.00822 0.00685 0.00548 0.00411 0.00274 0.00137 0 
