# initial norm:	116
# finial norm:	0.001156
# ratio:	9.962e-06
# iterations:	1301
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0.5 0.3023 0.2094 0.1585 0.1271 0.106 0.09089 0.07953 0.07069 0.0636 0.0578 0.05295 0.04884 0.04531 0.04225 0.03955 0.03717 0.03503 0.03311 0.03137 0.02978 0.02833 0.02698 0.02573 0.02457 0.02348 0.02245 0.02148 0.02056 0.01968 0.01884 0.01803 0.01725 0.0165 0.01576 0.01505 0.01435 0.01367 0.013 0.01235 0.0117 0.01106 0.01042 0.009793 0.009169 0.008548 0.007931 0.007316 0.006703 0.006091 0.00548 0.00487 0.004261 0.003652 0.003043 0.002434 0.001826 0.001217 0.0006086 0 
1 0.6977 0.5 0.3767 0.2975 0.244 0.2061 0.178 0.1566 0.1396 0.1259 0.1146 0.1052 0.09711 0.09017 0.08412 0.0788 0.07408 0.06985 0.06604 0.06259 0.05944 0.05654 0.05386 0.05138 0.04906 0.04689 0.04485 0.04291 0.04107 0.03932 0.03764 0.03603 0.03447 0.03297 0.03151 0.03009 0.0287 0.02733 0.026 0.02468 0.02339 0.02211 0.02084 0.01958 0.01833 0.01709 0.01586 0.01463 0.0134 0.01218 0.01096 0.00974 0.008521 0.007303 0.006086 0.004869 0.003651 0.002434 0.001217 0 
1 0.7906 0.6233 0.5 0.4107 0.3452 0.2962 0.2586 0.229 0.2053 0.1858 0.1696 0.156 0.1443 0.1341 0.1253 0.1174 0.1105 0.1043 0.09862 0.09351 0.08883 0.08453 0.08056 0.07686 0.07341 0.07018 0.06713 0.06425 0.0615 0.05889 0.05638 0.05397 0.05165 0.0494 0.04721 0.04509 0.04301 0.04097 0.03897 0.037 0.03506 0.03314 0.03124 0.02936 0.02749 0.02563 0.02378 0.02194 0.0201 0.01827 0.01644 0.01461 0.01278 0.01095 0.009128 0.007303 0.005477 0.003651 0.001826 0 
1 0.8415 0.7025 0.5893 0.5 0.4301 0.375 0.3311 0.2957 0.2666 0.2425 0.2221 0.2048 0.1898 0.1768 0.1654 0.1552 0.1462 0.1381 0.1307 0.124 0.1178 0.1122 0.107 0.1021 0.09755 0.09328 0.08925 0.08544 0.08181 0.07834 0.07502 0.07183 0.06875 0.06576 0.06286 0.06004 0.05727 0.05457 0.05191 0.04929 0.04671 0.04416 0.04163 0.03913 0.03664 0.03416 0.0317 0.02924 0.0268 0.02435 0.02191 0.01948 0.01704 0.0146 0.01217 0.009737 0.007303 0.004869 0.002434 0 
1 0.8729 0.756 0.6548 0.5699 0.5 0.4426 0.3952 0.356 0.3231 0.2954 0.2717 0.2512 0.2335 0.2179 0.2042 0.1919 0.181 0.1711 0.1621 0.1539 0.1464 0.1394 0.133 0.127 0.1214 0.1161 0.1112 0.1064 0.1019 0.09766 0.09354 0.08958 0.08575 0.08204 0.07844 0.07492 0.07149 0.06812 0.06481 0.06155 0.05833 0.05515 0.052 0.04887 0.04577 0.04268 0.03961 0.03654 0.03348 0.03043 0.02738 0.02434 0.0213 0.01825 0.01521 0.01217 0.009128 0.006086 0.003043 0 
1 0.894 0.7939 0.7038 0.625 0.5574 0.5 0.4513 0.4099 0.3745 0.3441 0.3179 0.295 0.2749 0.2572 0.2415 0.2274 0.2147 0.2032 0.1927 0.1831 0.1743 0.1662 0.1586 0.1516 0.1449 0.1387 0.1328 0.1272 0.1219 0.1168 0.1119 0.1072 0.1026 0.09822 0.09392 0.08973 0.08563 0.08161 0.07766 0.07376 0.06992 0.06611 0.06234 0.0586 0.05488 0.05119 0.0475 0.04383 0.04017 0.03651 0.03285 0.0292 0.02555 0.0219 0.01825 0.0146 0.01095 0.007303 0.003652 0 
1 0.9091 0.822 0.7414 0.6689 0.6048 0.5487 0.5 0.4577 0.4209 0.3888 0.3607 0.336 0.314 0.2945 0.2771 0.2614 0.2472 0.2343 0.2225 0.2116 0.2016 0.1923 0.1837 0.1756 0.1681 0.1609 0.1542 0.1477 0.1416 0.1357 0.1301 0.1246 0.1194 0.1143 0.1093 0.1044 0.09969 0.09503 0.09045 0.08592 0.08146 0.07704 0.07266 0.06831 0.06398 0.05968 0.05539 0.05111 0.04684 0.04258 0.03832 0.03406 0.02981 0.02555 0.0213 0.01704 0.01278 0.008521 0.004261 0 
1 0.9205 0.8434 0.771 0.7043 0.644 0.5901 0.5423 0.5 0.4626 0.4295 0.4002 0.3741 0.3507 0.3298 0.311 0.2939 0.2784 0.2642 0.2512 0.2392 0.2282 0.2179 0.2082 0.1992 0.1908 0.1828 0.1752 0.1679 0.161 0.1544 0.1481 0.1419 0.136 0.1302 0.1246 0.1191 0.1137 0.1084 0.1032 0.09803 0.09295 0.08792 0.08294 0.07798 0.07306 0.06815 0.06326 0.05838 0.05351 0.04865 0.04379 0.03893 0.03406 0.0292 0.02434 0.01947 0.01461 0.009739 0.00487 0 
1 0.9293 0.8604 0.7947 0.7334 0.6769 0.6255 0.5791 0.5374 0.5 0.4665 0.4364 0.4094 0.385 0.363 0.3431 0.3249 0.3083 0.293 0.279 0.266 0.2539 0.2427 0.2322 0.2223 0.213 0.2042 0.1958 0.1878 0.1802 0.1729 0.1658 0.159 0.1524 0.146 0.1397 0.1336 0.1275 0.1216 0.1158 0.1101 0.1044 0.09877 0.09318 0.08763 0.08211 0.07661 0.07112 0.06564 0.06018 0.05471 0.04925 0.04379 0.03832 0.03285 0.02738 0.02191 0.01644 0.01096 0.00548 0 
1 0.9364 0.8741 0.8142 0.7575 0.7046 0.6559 0.6112 0.5705 0.5335 0.5 0.4696 0.4421 0.417 0.3942 0.3734 0.3543 0.3368 0.3206 0.3057 0.2918 0.2789 0.2668 0.2555 0.2448 0.2347 0.2252 0.2161 0.2074 0.1991 0.1911 0.1833 0.1759 0.1686 0.1616 0.1547 0.1479 0.1413 0.1348 0.1284 0.1221 0.1158 0.1096 0.1034 0.09725 0.09114 0.08505 0.07897 0.0729 0.06683 0.06077 0.05471 0.04865 0.04258 0.03651 0.03043 0.02435 0.01827 0.01218 0.006091 0 
1 0.9422 0.8854 0.8304 0.7779 0.7283 0.6821 0.6393 0.5998 0.5636 0.5304 0.5 0.4722 0.4467 0.4234 0.4019 0.3821 0.3639 0.347 0.3313 0.3167 0.303 0.2902 0.2781 0.2667 0.2559 0.2457 0.2359 0.2266 0.2176 0.209 0.2006 0.1925 0.1847 0.177 0.1695 0.1622 0.155 0.1479 0.1409 0.134 0.1271 0.1203 0.1136 0.1068 0.1002 0.09347 0.08681 0.08015 0.07349 0.06683 0.06017 0.05351 0.04684 0.04017 0.03348 0.02679 0.0201 0.0134 0.006702 0 
1 0.947 0.8948 0.844 0.7952 0.7488 0.705 0.664 0.6259 0.5906 0.5579 0.5278 0.5 0.4743 0.4507 0.4288 0.4085 0.3897 0.3722 0.3558 0.3406 0.3262 0.3128 0.3001 0.288 0.2766 0.2657 0.2553 0.2454 0.2358 0.2266 0.2176 0.2089 0.2005 0.1923 0.1842 0.1763 0.1685 0.1609 0.1533 0.1458 0.1384 0.131 0.1237 0.1164 0.1091 0.1019 0.09464 0.08739 0.08015 0.0729 0.06564 0.05838 0.05111 0.04383 0.03654 0.02924 0.02194 0.01463 0.007315 0 
1 0.9512 0.9029 0.8557 0.8102 0.7665 0.7251 0.686 0.6493 0.615 0.583 0.5533 0.5257 0.5 0.4762 0.454 0.4334 0.4141 0.3962 0.3793 0.3635 0.3486 0.3346 0.3213 0.3087 0.2967 0.2853 0.2743 0.2638 0.2537 0.2439 0.2344 0.2251 0.2161 0.2074 0.1987 0.1903 0.182 0.1738 0.1657 0.1576 0.1496 0.1417 0.1338 0.126 0.1181 0.1103 0.1025 0.09464 0.08681 0.07897 0.07112 0.06326 0.05539 0.0475 0.0396 0.0317 0.02378 0.01586 0.00793 0 
1 0.9547 0.9098 0.8659 0.8232 0.7821 0.7428 0.7055 0.6702 0.637 0.6058 0.5766 0.5493 0.5238 0.5 0.4777 0.4569 0.4373 0.419 0.4018 0.3855 0.3702 0.3557 0.3419 0.3288 0.3163 0.3044 0.2929 0.2818 0.2712 0.2608 0.2508 0.2411 0.2316 0.2223 0.2131 0.2042 0.1953 0.1866 0.1779 0.1693 0.1608 0.1523 0.1439 0.1355 0.1271 0.1187 0.1103 0.1019 0.09347 0.08505 0.07661 0.06815 0.05967 0.05118 0.04268 0.03416 0.02563 0.01709 0.008548 0 
1 0.9578 0.9159 0.8747 0.8346 0.7958 0.7585 0.7229 0.689 0.6569 0.6266 0.5981 0.5712 0.546 0.5223 0.5 0.4791 0.4593 0.4408 0.4232 0.4067 0.391 0.376 0.3619 0.3483 0.3354 0.3229 0.311 0.2995 0.2883 0.2775 0.267 0.2568 0.2468 0.237 0.2274 0.2179 0.2085 0.1993 0.1901 0.181 0.172 0.1629 0.154 0.145 0.136 0.1271 0.1181 0.1091 0.1002 0.09114 0.08211 0.07305 0.06398 0.05488 0.04577 0.03664 0.02749 0.01833 0.009168 0 
1 0.9604 0.9212 0.8826 0.8448 0.8081 0.7726 0.7386 0.7061 0.6751 0.6457 0.6179 0.5915 0.5666 0.5431 0.5209 0.5 0.4802 0.4615 0.4437 0.4269 0.4109 0.3957 0.3811 0.3672 0.3539 0.3411 0.3287 0.3167 0.3052 0.2939 0.283 0.2723 0.2618 0.2515 0.2414 0.2315 0.2216 0.2119 0.2022 0.1926 0.183 0.1735 0.164 0.1545 0.145 0.1355 0.126 0.1164 0.1068 0.09725 0.08763 0.07798 0.0683 0.0586 0.04887 0.03912 0.02936 0.01958 0.009793 0 
1 0.9628 0.9259 0.8895 0.8538 0.819 0.7853 0.7528 0.7216 0.6917 0.6632 0.6361 0.6103 0.5859 0.5627 0.5407 0.5198 0.5 0.4812 0.4633 0.4463 0.4301 0.4146 0.3998 0.3856 0.3719 0.3587 0.346 0.3336 0.3217 0.31 0.2987 0.2875 0.2766 0.2659 0.2554 0.245 0.2346 0.2244 0.2143 0.2042 0.1941 0.1841 0.174 0.164 0.154 0.1439 0.1338 0.1237 0.1136 0.1034 0.09318 0.08293 0.07265 0.06234 0.052 0.04163 0.03124 0.02084 0.01042 0 
1 0.965 0.9301 0.8957 0.8619 0.8289 0.7968 0.7657 0.7358 0.707 0.6794 0.653 0.6278 0.6038 0.581 0.5592 0.5385 0.5188 0.5 0.4821 0.4649 0.4486 0.4329 0.4178 0.4033 0.3894 0.3759 0.3628 0.3502 0.3379 0.3258 0.3141 0.3026 0.2913 0.2802 0.2692 0.2583 0.2476 0.2369 0.2263 0.2157 0.2051 0.1946 0.1841 0.1735 0.1629 0.1523 0.1417 0.131 0.1203 0.1096 0.09877 0.08792 0.07703 0.06611 0.05515 0.04416 0.03314 0.0221 0.01106 0 
1 0.9669 0.934 0.9014 0.8693 0.8379 0.8073 0.7775 0.7488 0.721 0.6943 0.6687 0.6442 0.6207 0.5982 0.5768 0.5563 0.5367 0.5179 0.5 0.4828 0.4663 0.4505 0.4353 0.4206 0.4064 0.3927 0.3793 0.3664 0.3537 0.3414 0.3293 0.3174 0.3058 0.2942 0.2829 0.2716 0.2604 0.2493 0.2382 0.2272 0.2162 0.2051 0.1941 0.183 0.1719 0.1608 0.1496 0.1384 0.1271 0.1158 0.1044 0.09295 0.08145 0.06991 0.05833 0.04671 0.03506 0.02339 0.0117 0 
1 0.9686 0.9374 0.9065 0.876 0.8461 0.8169 0.7884 0.7608 0.734 0.7082 0.6833 0.6594 0.6365 0.6145 0.5933 0.5731 0.5537 0.5351 0.5172 0.5 0.4835 0.4676 0.4522 0.4373 0.423 0.409 0.3955 0.3822 0.3693 0.3567 0.3443 0.3321 0.3201 0.3082 0.2964 0.2848 0.2732 0.2617 0.2502 0.2387 0.2272 0.2157 0.2042 0.1926 0.181 0.1693 0.1576 0.1458 0.134 0.1221 0.1101 0.09803 0.08592 0.07376 0.06155 0.04929 0.037 0.02468 0.01235 0 
1 0.9702 0.9406 0.9112 0.8822 0.8536 0.8257 0.7984 0.7718 0.7461 0.7211 0.697 0.6738 0.6514 0.6298 0.609 0.5891 0.5699 0.5514 0.5337 0.5165 0.5 0.484 0.4686 0.4536 0.4391 0.425 0.4112 0.3978 0.3846 0.3717 0.359 0.3465 0.3342 0.322 0.3099 0.2979 0.2859 0.274 0.2621 0.2502 0.2382 0.2263 0.2143 0.2022 0.1901 0.1779 0.1656 0.1533 0.1409 0.1284 0.1158 0.1032 0.09044 0.07765 0.06481 0.05191 0.03897 0.026 0.013 0 
1 0.9717 0.9435 0.9155 0.8878 0.8606 0.8338 0.8077 0.7821 0.7573 0.7332 0.7098 0.6872 0.6654 0.6443 0.624 0.6043 0.5854 0.5671 0.5495 0.5324 0.516 0.5 0.4845 0.4695 0.4549 0.4406 0.4267 0.4131 0.3997 0.3866 0.3736 0.3609 0.3482 0.3357 0.3233 0.3109 0.2986 0.2863 0.274 0.2617 0.2493 0.2369 0.2244 0.2119 0.1993 0.1866 0.1738 0.1609 0.1479 0.1348 0.1216 0.1084 0.09503 0.08161 0.06812 0.05457 0.04097 0.02733 0.01367 0 
1 0.973 0.9461 0.9194 0.893 0.867 0.8414 0.8163 0.7918 0.7678 0.7445 0.7219 0.6999 0.6787 0.6581 0.6381 0.6189 0.6002 0.5822 0.5647 0.5478 0.5314 0.5155 0.5 0.4849 0.4702 0.4559 0.4418 0.4281 0.4145 0.4012 0.388 0.375 0.3621 0.3493 0.3366 0.3239 0.3113 0.2986 0.2859 0.2732 0.2604 0.2476 0.2346 0.2216 0.2085 0.1953 0.182 0.1685 0.155 0.1413 0.1275 0.1137 0.09969 0.08563 0.07148 0.05727 0.043 0.02869 0.01435 0 
1 0.9743 0.9486 0.9231 0.8979 0.873 0.8484 0.8244 0.8008 0.7777 0.7552 0.7333 0.712 0.6913 0.6712 0.6517 0.6328 0.6144 0.5967 0.5794 0.5627 0.5464 0.5305 0.5151 0.5 0.4853 0.4709 0.4567 0.4428 0.4291 0.4156 0.4023 0.3891 0.3759 0.3629 0.3499 0.3369 0.3239 0.3109 0.2979 0.2848 0.2716 0.2583 0.245 0.2315 0.2179 0.2041 0.1903 0.1763 0.1622 0.1479 0.1336 0.1191 0.1044 0.08973 0.07492 0.06003 0.04508 0.03008 0.01505 0 
